time,error_connection_closed,error_abort_max_send_retries,error_send_einval 
40,350,39,72 
50,2921,657,281 
60,3071,667,347 
70,3171,676,427 
80,3203,676,458 
90,3218,678,474 
100,3218,678,475 
110,3218,678,475 
120,3218,678,475 
130,3218,678,475 
140,3218,678,475 
142,3218,678,475 
