time,200,303,302,404 
0,13,,6, 
10,99,1,49, 
20,273,6,115, 
30,427,7,179, 
40,807,11,235, 
50,1192,14,290, 
60,1383,14,349, 
70,1433,14,464, 
80,1482,15,594,3 
90,1502,15,1075,83 
100,1684,15,2269,507 
110,2088,80,4156,1299 
120,2335,187,4998,1510 
130,2383,215,5118,1523 
140,2387,217,5129,1525 
142,2387,217,5129,1525 
