time,page 
0,2 
10,13.1 
20,21.2 
30,28.3 
40,527.9 
50,681 
60,326.9 
70,166.5 
80,71.2 
90,38.7 
100,80.4 
110,64.1 
120,103.4 
130,19.4 
140,11.8 
150,11.2 
160,9.5 
170,12.2 
180,11.5 
182,0.1 
