time,size_sent,size_rcv 
0,7.65234375,54.0921875 
10,59.8421875,410.67734375 
20,176.79921875,1036.98515625 
30,376.70078125,1838.390625 
40,1084.965625,2496.1265625 
50,2055.065625,3170.31953125 
60,2917.69140625,4949.51484375 
70,3566.3203125,5392.01015625 
80,3787.9890625,5770.14453125 
90,3930.909375,6106.41328125 
100,4140.146875,6975.00078125 
110,4336.2546875,8565.784375 
120,4643.8296875,10537.62578125 
130,4757.5875,11377.0421875 
140,4802.92109375,12305.02265625 
150,4838.059375,13154.9390625 
160,4868.35,13943.6015625 
170,4887.11484375,14768.22890625 
180,4922.04921875,16206.2796875 
182,4922.615625,16207.109375 
