time,error_connection_closed,error_abort_max_send_retries,error_send_einval 
40,3730,1037,604 
50,5659,1585,899 
60,5794,1610,1004 
70,5861,1616,1071 
80,5864,1618,1087 
90,5865,1618,1089 
100,5865,1618,1089 
110,5865,1618,1089 
120,5865,1618,1089 
130,5865,1618,1089 
140,5865,1618,1089 
150,5865,1618,1089 
160,5865,1618,1089 
170,5865,1618,1089 
180,5865,1618,1089 
182,5865,1618,1089 
