time,users,connected 
0,15,12 
10,58,51 
20,241,232 
30,1071,1020 
40,2827,1025 
50,1931,1022 
60,1355,1022 
70,1186,1020 
80,1123,1015 
90,1062,981 
100,963,956 
110,876,882 
120,278,297 
130,18,21 
140,0,0 
141,0,0 
