time,newphase 
0,0.1 
10,0.2 
20,0.2 
30,0.2 
40,0.2 
50,0 
60,0 
70,0 
80,0 
90,0 
100,0 
110,0 
120,0 
130,0 
140,0 
150,0 
160,0 
170,0 
180,0 
190,0 
200,0 
