time,users,connected 
0,6,6 
10,52,48 
20,241,228 
30,1046,965 
40,2648,1022 
50,2056,1024 
60,1506,1022 
70,1266,1011 
80,1121,1020 
90,1063,1003 
100,886,882 
110,711,713 
120,352,352 
130,281,284 
140,244,246 
150,199,199 
160,148,148 
170,61,61 
180,1,1 
182,0,0 
