time,error_connection_closed,error_abort_max_send_retries,error_send_einval 
40,117,3,34 
50,3374,871,176 
60,3883,976,320 
70,3895,978,335 
80,3912,980,378 
90,3914,980,387 
100,3914,980,387 
110,3914,980,387 
120,3914,980,387 
130,3914,980,387 
140,3914,980,387 
150,3914,980,387 
160,3914,980,387 
162,3914,980,387 
