time,load@tsung_controller@ip-172-31-43-86 
0,0.0703125 
10,0.05859375 
20,0.05078125 
30,0.0390625 
40,0.03125 
50,0.1015625 
60,0.390625 
70,0.48828125 
80,0.41015625 
90,0.421875 
100,0.44140625 
110,0.51953125 
120,0.44140625 
130,0.37109375 
140,0.30859375 
142,0.26171875 
