time,error_connection_closed,error_abort_max_send_retries,error_send_einval 
40,3.5,,2.2 
50,431.5,128,7.7 
60,1,0.1,0.1 
70,0.2,0,1 
80,1.5,0.1,3.7 
90,0,0,0 
100,0,0,0 
110,0,0,0 
120,0,0,0 
130,0,0,0 
140,0,0,0 
142,0,0,0 
