time,200,303,302,404 
0,1.3,,0.6, 
10,8.6,0.1,4.3, 
20,17.4,0.5,6.6, 
30,15.4,0.1,6.4, 
40,38,0.4,5.6, 
50,38.5,0.3,5.5, 
60,19.1,0,5.9, 
70,5,0,11.5, 
80,4.9,0.1,13,0.3 
90,2,0,48.1,8 
100,18.2,0,119.4,42.4 
110,40.4,6.5,188.7,79.2 
120,24.7,10.7,84.2,21.1 
130,4.8,2.8,12,1.3 
140,0.4,0.2,1.1,0.2 
142,0,0,0,0 
