time,200,302 
0,6,8 
10,49,67 
20,147,209 
30,228,557 
40,382,915 
50,560,1387 
60,633,1540 
70,712,1718 
80,739,1839 
90,753,1996 
100,770,2225 
110,810,3194 
120,858,3852 
130,964,4868 
140,1067,5570 
150,1137,5968 
160,1225,6590 
170,1305,7094 
180,1367,7566 
190,1470,8080 
200,1549,8385 
210,1636,8649 
220,1759,8929 
230,1819,9039 
240,1956,9200 
250,2074,9304 
260,2161,9403 
270,2225,9467 
279,2251,9510 
