time,page 
0,414.187 
10,1328.011 
20,6570.521 
30,16762.225 
40,24328.254 
50,30858.1 
60,36145.882 
70,36145.882 
80,36915.157 
90,44491.7 
100,52901.749 
110,69804.286 
120,81706.243 
130,84395.531 
140,94895.212 
150,101206.45 
160,102416.694 
170,102416.694 
180,102416.694 
190,102416.694 
200,102416.694 
210,102416.694 
220,102416.694 
230,102416.694 
240,102416.694 
250,103232.422 
260,103232.422 
270,103232.422 
280,103232.422 
290,103232.422 
300,104553.214 
310,109704.071 
320,113322.664 
330,114352.798 
340,114579.872 
350,114805.451 
360,119563.404 
370,119563.404 
380,119563.404 
390,119563.404 
400,119563.404 
410,119563.404 
420,119563.404 
421,119563.404 
