time,users,connected 
0,4,4 
10,35,25 
20,156,118 
30,652,452 
40,2527,426 
50,2786,-3 
60,2786,0 
70,2786,0 
80,2786,-4 
90,2786,4 
100,2786,-1 
110,2786,-38 
120,2786,-23 
130,2786,-15 
140,2786,-20 
150,2786,-15 
160,2786,-61 
170,2786,-24 
180,2786,-21 
190,2786,-50 
200,2786,-18 
210,2786,-23 
220,2786,-16 
230,2786,-39 
240,2786,-21 
250,2786,-28 
260,2786,-30 
270,2786,-27 
280,2786,-52 
290,2786,-31 
300,2786,-31 
310,2786,-8 
320,2786,-15 
330,2786,-23 
340,2786,-29 
350,2786,-14 
360,2786,-4 
370,2786,-50 
380,2786,-67 
390,2786,-96 
400,2786,-65 
410,2786,-44 
420,2786,-23 
421,2786,0 
