time,connect,request 
0,0.917,3.852 
10,0.737,3.436 
20,0.638,3.436 
30,0.545,3.436 
40,0.277,0.469 
50,0.251,0.462 
60,0.251,0.448 
70,0.251,0.448 
80,0.251,0.21 
90,0.251,0.21 
100,0.251,0.21 
110,0.251,0.21 
120,0.251,0.21 
130,0.251,0.21 
140,0.251,0.21 
150,0.251,0.21 
160,0.251,0.21 
170,0.251,0.21 
180,0.251,0.21 
190,0.251,0.21 
200,0.251,0.21 
210,0.251,0.21 
220,0.251,0.21 
230,0.251,0.21 
240,0.251,0.21 
250,0.251,0.21 
260,0.251,0.21 
270,0.251,0.21 
280,0.251,0.21 
290,0.251,0.21 
300,0.251,0.21 
310,0.251,0.21 
320,0.251,0.21 
330,0.251,0.21 
340,0.251,0.21 
350,0.251,0.21 
360,0.251,0.21 
370,0.251,0.21 
380,0.251,0.21 
390,0.251,0.21 
400,0.251,0.21 
410,0.251,0.21 
420,0.251,0.21 
421,0.251,0.21 
