time,error_connection_closed,error_abort_max_send_retries,error_send_einval 
40,35,,22 
50,4350,1280,99 
60,4360,1281,100 
70,4362,1281,110 
80,4377,1282,147 
90,4377,1282,147 
100,4377,1282,147 
110,4377,1282,147 
120,4377,1282,147 
130,4377,1282,147 
140,4377,1282,147 
142,4377,1282,147 
