time,error_connection_closed,error_abort_max_send_retries,error_send_einval 
40,45,6.1,2.9 
50,422.9,110.2,25.9 
60,15.8,1.3,4.7 
70,3.2,0.2,2 
80,1.4,0,1.1 
90,0.5,0.1,0.4 
100,0,0,0 
110,0,0,0 
120,0,0,0 
130,0,0,0 
140,0,0,0 
150,0,0,0 
160,0,0,0 
170,0,0,0 
180,0,0,0 
190,0,0,0 
192,0,0,0 
