time,newphase 
0,1 
10,3 
20,5 
30,7 
40,9 
50,9 
60,9 
70,9 
80,9 
90,9 
100,9 
110,9 
120,9 
130,9 
140,9 
150,9 
160,9 
170,9 
180,9 
182,9 
