time,error_connection_closed,error_abort_max_send_retries,error_send_einval 
40,373,103.7,60.4 
50,192.9,54.8,29.5 
60,13.5,2.5,10.5 
70,6.7,0.6,6.7 
80,0.3,0.2,1.6 
90,0.1,0,0.2 
100,0,0,0 
110,0,0,0 
120,0,0,0 
130,0,0,0 
140,0,0,0 
150,0,0,0 
160,0,0,0 
170,0,0,0 
180,0,0,0 
182,0,0,0 
