time,200,302,404 
0,5,3, 
10,52,25,25 
20,225,89,88 
30,359,143,104 
40,641,210,109 
50,904,275,115 
60,1113,330,116 
70,1346,399,122 
80,1417,563,125 
90,1433,1210,140 
100,1509,1830,179 
110,1782,3541,535 
120,1837,3927,553 
130,1837,3979,553 
135,1837,3981,553 
