time,size_sent,size_rcv 
0,8.8828125,75.53125 
10,78.85703125,517.3046875 
20,209.68515625,1121.01953125 
30,400.196875,2214.53203125 
40,1352.34921875,3051.91875 
50,2395.2234375,4055.67578125 
60,3136.61171875,4717.01328125 
70,3600.34609375,5191.74296875 
80,3866.3734375,5519.58984375 
90,3997.2765625,5723.36171875 
100,4157.1546875,6294.48359375 
110,4303.09765625,6993.04921875 
120,4846.5296875,11417.9609375 
130,5158.77578125,12572.875 
140,5182.03984375,12639.40390625 
141,5182.03984375,12639.40390625 
