time,200,302 
0,2,0.8 
10,10.8,5.5 
20,15.6,5.5 
30,29.9,8.2 
40,24,4.4 
50,28.7,5.6 
60,17.9,6.3 
70,12.3,6.3 
80,7.4,11.1 
90,1.8,28 
100,6.2,44.6 
110,10.8,42 
120,54.1,141.8 
130,18,42.2 
140,1.3,3 
141,0,0 
