time,users,connected 
0,14,12 
10,54,39 
20,263,197 
30,1036,731 
40,2886,45 
50,3144,-2 
60,3144,-3 
70,3144,2 
80,3144,-10 
90,3144,0 
100,3144,-8 
110,3144,-63 
120,3144,-16 
130,3144,-24 
140,3144,-13 
150,3144,-13 
160,3144,-49 
170,3144,-54 
180,3144,-85 
190,3144,-43 
200,3144,-160 
210,3144,-67 
220,3144,-78 
230,3144,-21 
240,3144,-24 
250,3144,-19 
260,3144,-59 
270,3144,-18 
280,3144,-170 
287,3144,-27 
