time,users,connected 
0,14,12 
10,54,51 
20,263,248 
30,1036,979 
40,2886,1024 
50,2011,1022 
60,1387,1019 
70,1285,1021 
80,1122,1011 
90,1067,1011 
100,1050,1003 
110,949,940 
120,925,924 
130,899,900 
140,887,887 
150,874,874 
160,825,825 
170,768,771 
180,685,686 
190,643,643 
200,483,483 
210,416,416 
220,338,338 
230,317,317 
240,291,293 
250,274,274 
260,215,215 
270,197,197 
280,22,27 
287,0,0 
