time,session 
10,11566.293 
20,19117.764799999997 
30,0 
40,5336.556487058818 
50,7268.915932810751 
60,22537.481494444455 
70,31538.099181052617 
80,44378.72812041884 
90,53815.936169014094 
100,64400.60042142852 
110,73907.46252090027 
120,81632.05989610385 
130,90263.77720000003 
138,102900.958 
