time,error_connection_closed,error_abort_max_send_retries,error_send_einval 
74,36,,16 
84,3166,803,200 
94,3299,808,268 
104,3348,811,296 
114,3384,811,315 
124,3396,811,322 
134,3397,811,325 
144,3397,811,329 
154,3397,811,329 
164,3397,811,329 
174,3397,811,329 
184,3397,811,329 
194,3397,811,329 
204,3397,811,329 
214,3397,811,329 
224,3397,811,329 
232,3397,811,329 
