time,connect,request 
0,2.0566220048919823,331.4650156544916 
10,1.3652841522285866,964.6865335030068 
20,1.6910029442172159,2883.913467883613 
30,0.916868782109935,2630.1686582269012 
40,1.5799712331340683,2062.073119647407 
50,2.023668037459693,3475.743029304571 
60,1.2165232346989499,8909.72629955664 
70,0.953184638062793,16097.154016098037 
80,0.9399539544535929,14996.766224660216 
90,0.7573653222115334,12125.21695417316 
100,0.9686530378556164,9629.565941714109 
110,0.49232501063330514,2907.643096113175 
120,1.244164199859897,5254.068402488885 
130,0.0065000000000000335,5659.319100263166 
140,0,5142.863781493671 
150,0,5467.936338766986 
160,0,5237.769122869332 
170,0,1776.866003311408 
180,0,6979.386872271175 
190,0,4827.929358299758 
200,0,7603.396800645556 
210,0,9625.507701025193 
220,0,14023.497217408923 
230,0,7079.673231466703 
240,0,4077.431372104648 
250,0,5215.4170952231225 
260,0,4898.399843091238 
270,0,8093.481461457903 
280,0,21007.827945385456 
287,0,22847.09904254393 
