time,error_connection_closed,error_abort_max_send_retries,error_send_einval 
40,3.4,,1.4 
50,526,143.9,10.8 
60,7.5,0.8,2.6 
70,8.8,0.6,2.7 
80,2.3,0.1,2.1 
90,1.1,0.1,1 
100,0.4,0,0.8 
110,0,0,0.1 
120,0,0,0 
130,0,0,0 
140,0,0,0 
150,0,0,0 
160,0,0,0 
170,0,0,0 
180,0,0,0 
190,0,0,0 
200,0,0,0 
210,0,0,0 
220,0,0,0 
230,0,0,0 
240,0,0,0 
250,0,0,0 
260,0,0,0 
270,0,0,0 
279,0,0,0 
